episode,collision,success,termination_reason,steps,episode_return,actual_path_length,optimal_distance,path_efficiency_ratio
1,0,1,success,,,596.9999999999999,551.0798490237145,1.0833275813979353
2,0,1,success,,,596.9999999999998,584.1729196051457,1.0219576771951773
3,0,1,success,,,716.9999999999999,666.3632642935834,1.0759896867365533
4,1,0,obstacle_collision,,,353.9999999999998,622.3544006432348,
5,1,0,obstacle_collision,,,108.00000000000009,600.4798081534466,
6,1,0,obstacle_collision,,,273.0000000000006,620.0725763973118,
7,0,1,success,,,615.0000000000008,550.7640148012576,1.116630686596187
8,1,0,obstacle_collision,,,257.99999999999994,680.7789655974984,
9,1,0,obstacle_collision,,,170.99999999999997,528.2139717955215,
10,0,1,success,,,764.9999999999991,614.6641359311603,1.244582130761694
11,1,0,obstacle_collision,,,204.00000000000006,616.0397714433703,
12,0,1,success,,,812.9999999999999,628.0039808791024,1.2945777809591803
13,0,1,success,,,702.0000000000001,540.3378572708006,1.2991871484736253
14,0,1,success,,,824.9999999999998,662.1978556292673,1.2458512104603938
15,1,0,obstacle_collision,,,537.0000000000019,542.8259389528101,
16,1,0,obstacle_collision,,,258.00000000000006,659.3822866895956,
17,0,1,success,,,786.0,627.3858461903648,1.2528175520260425
18,0,1,success,,,708.0000000000017,523.2064602047647,1.3531943006264016
19,1,0,obstacle_collision,,,354.0,598.4112298411519,
20,0,1,success,,,750.0000000000002,688.0443299671904,1.0900460440328956
21,0,1,success,,,678.0000000000003,622.0490334370756,1.0899462318167632
22,1,0,obstacle_collision,,,863.9999999999999,576.439068766162,
23,1,0,obstacle_collision,,,594.0,696.9397391453582,
24,1,0,obstacle_collision,,,128.9999999999998,586.9659274608706,
25,1,0,obstacle_collision,,,548.9999999999993,534.8130514488217,
26,1,0,obstacle_collision,,,221.9999999999999,753.150715328612,
27,0,1,success,,,713.9999999999998,630.3173803727769,1.1327626720014161
28,0,1,success,,,711.0000000000001,634.8330489191627,1.1199794988785094
29,1,0,boundary_collision,,,231.0,665.6560673500993,
30,1,0,boundary_collision,,,116.99999999999997,640.815105939303,
31,1,0,obstacle_collision,,,555.0000000000008,643.6808215256999,
32,1,0,obstacle_collision,,,164.99999999999997,641.0280805081786,
33,1,0,obstacle_collision,,,461.99999999999955,648.4203883284362,
34,1,0,boundary_collision,,,1253.9999999999998,623.6024374551466,
35,1,0,boundary_collision,,,182.99999999999994,607.3853801335689,
36,1,0,boundary_collision,,,281.9999999999999,616.1590703706308,
37,1,0,obstacle_collision,,,1350.0,561.2708793443679,
38,1,0,boundary_collision,,,107.99999999999993,593.7617367261047,
39,1,0,obstacle_collision,,,702.0,572.7076042798803,
40,1,0,boundary_collision,,,909.0,662.5896165802782,
41,1,0,obstacle_collision,,,210.00000000000014,533.8136378924764,
42,0,1,success,,,950.9999999999997,680.2940540677979,1.3979249036699992
43,1,0,obstacle_collision,,,552.0000000000005,595.6248819517197,
44,1,0,obstacle_collision,,,507.0000000000011,584.167784116858,
45,1,0,obstacle_collision,,,555.0000000000005,639.6131643423234,
46,1,0,obstacle_collision,,,522.0000000000003,620.7841814994966,
47,1,0,obstacle_collision,,,657.0,529.2258497087987,
48,1,0,obstacle_collision,,,434.99999999999983,556.0224815598737,
49,0,1,success,,,623.9999999999995,625.2455517634652,0.9980078998403865
50,1,0,obstacle_collision,,,168.00000000000006,720.5421569901375,
51,1,0,boundary_collision,,,101.99999999999996,712.7482023828611,
52,1,0,obstacle_collision,,,68.99999999999997,530.4045625746445,
53,1,0,obstacle_collision,,,182.99999999999991,630.5180409790032,
54,1,0,obstacle_collision,,,125.99999999999997,651.3647211816127,
55,1,0,obstacle_collision,,,143.99999999999986,605.3445299992394,
56,1,0,obstacle_collision,,,452.99999999999955,683.7090024272022,
57,1,0,obstacle_collision,,,609.0000000000002,577.0840493377026,
58,1,0,obstacle_collision,,,171.00000000000017,624.4141254007632,
59,1,0,obstacle_collision,,,318.00000000000017,618.4278454274192,
60,1,0,obstacle_collision,,,356.9999999999999,584.27733141035,
61,1,0,obstacle_collision,,,222.0000000000003,696.6814193015341,
62,1,0,obstacle_collision,,,405.0000000000002,649.8369026148023,
63,0,1,success,,,552.0000000000002,546.0265561307435,1.010939841299269
64,0,1,success,,,915.0000000000005,699.3854445153974,1.3082914538405956
65,0,1,success,,,630.0000000000003,617.4544517614235,1.0203181760254347
66,0,1,success,,,510.0,535.051399400095,0.953179452612996
67,1,0,obstacle_collision,,,90.00000000000011,596.4000335345396,
68,1,0,obstacle_collision,,,135.0,624.1482195760875,
69,0,1,success,,,791.9999999999993,571.4866577620163,1.3858591259182313
70,1,0,obstacle_collision,,,395.99999999999994,652.7671866753108,
71,0,1,success,,,566.9999999999991,586.2559168144916,0.9671544179560313
72,1,0,obstacle_collision,,,353.9999999999996,651.9976993824441,
73,1,0,obstacle_collision,,,192.00000000000009,641.7600797805984,
74,0,1,success,,,603.0000000000006,615.1138106074354,0.9803063914375906
75,0,1,success,,,647.9999999999998,665.9924924501777,0.9729839410291492
76,0,1,success,,,567.0000000000002,576.3896251668657,0.983709586784899
77,1,0,obstacle_collision,,,93.00000000000006,588.2286970218302,
78,1,0,obstacle_collision,,,443.99999999999966,647.5036679432789,
79,1,0,obstacle_collision,,,174.00000000000026,647.0278201128604,
80,0,1,success,,,636.0000000000001,636.6804536029043,0.998931247851173
81,0,1,success,,,729.0,614.0399009836412,1.1872192651197457
82,1,0,obstacle_collision,,,290.9999999999998,655.640907814636,
83,1,0,obstacle_collision,,,710.999999999999,691.0810372163311,
84,0,1,success,,,705.0,612.5520386057009,1.1509226246389292
85,1,0,boundary_collision,,,56.999999999999936,740.8238657062824,
86,0,1,success,,,684.0000000000011,595.2377676189575,1.149120632476172
87,0,1,success,,,531.0,524.0238544188613,1.0133126488848017
88,0,1,success,,,654.0000000000013,659.4118591593573,0.99179289986344
89,1,0,obstacle_collision,,,107.99999999999989,681.0117473289282,
90,1,0,obstacle_collision,,,326.99999999999983,628.2077681786496,
91,1,0,obstacle_collision,,,242.99999999999986,704.0923234917421,
92,1,0,obstacle_collision,,,336.00000000000006,646.6938997702081,
93,1,0,obstacle_collision,,,738.0000000000001,699.4426352460937,
94,0,1,success,,,723.0000000000007,736.1141215871354,0.9821846624014502
95,1,0,obstacle_collision,,,62.999999999999986,573.149195236284,
96,1,0,obstacle_collision,,,351.0,647.1862174057788,
97,1,0,obstacle_collision,,,455.9999999999997,643.9697197850222,
98,1,0,obstacle_collision,,,500.99999999999994,575.5632024374039,
99,1,0,obstacle_collision,,,327.00000000000006,805.245925168206,
