episode,collision,success,termination_reason,steps,episode_return,actual_path_length,optimal_distance,path_efficiency_ratio
1,0,1,success,,,810.0,724.1892017974309,1.1184922365447973
2,1,0,obstacle_collision,,,261.0000000000001,602.0406962988466,
3,1,0,obstacle_collision,,,251.99999999999977,618.9830369242763,
4,0,1,success,,,719.9999999999986,675.7233161583223,1.065524872063616
5,1,0,obstacle_collision,,,128.99999999999997,630.6797919705372,
6,0,1,success,,,666.0000000000001,669.4811423781853,0.9948002383370812
7,1,0,obstacle_collision,,,458.9999999999998,665.375082190489,
8,0,1,success,,,746.9999999999993,746.727527281538,1.0003648890773498
9,1,0,obstacle_collision,,,521.9999999999991,710.0661940974236,
10,1,0,obstacle_collision,,,218.9999999999991,565.8524542670112,
11,1,0,obstacle_collision,,,491.9999999999999,603.8418667167755,
12,0,1,success,,,650.9999999999998,638.8395729758763,1.0190351811918557
13,1,0,obstacle_collision,,,320.99999999999994,727.3162998310983,
14,1,0,obstacle_collision,,,78.00000000000003,523.3096597617896,
15,0,1,success,,,683.9999999999997,639.0618123468183,1.0703190001107332
16,1,0,obstacle_collision,,,221.99999999999994,648.8451279003334,
17,1,0,obstacle_collision,,,519.0000000000001,535.7620740589987,
18,1,0,obstacle_collision,,,390.00000000000006,601.705908230923,
19,1,0,obstacle_collision,,,375.0,588.1802444829306,
20,1,0,obstacle_collision,,,260.99999999999994,630.7654080559586,
21,1,0,obstacle_collision,,,275.99999999999994,705.2744146784286,
22,0,1,success,,,540.0000000000015,541.6456406175536,0.9969617763088136
23,0,1,success,,,582.0,560.4578485488449,1.0384367022550094
24,0,1,success,,,713.9999999999997,707.1386002757876,1.0097030479195113
25,0,1,success,,,650.9999999999995,650.8886233450389,1.000171114766745
26,0,1,success,,,810.0,699.3382586416963,1.1582377912131372
27,0,1,success,,,579.0000000000011,551.7109750584992,1.0494625377691795
28,0,1,success,,,783.0,731.5579266196219,1.070318523671914
29,1,0,obstacle_collision,,,171.00000000000017,641.4888931228661,
30,1,0,obstacle_collision,,,126.00000000000004,600.3540621999655,
31,1,0,obstacle_collision,,,405.0,689.6375859826667,
32,0,1,success,,,696.0000000000003,645.6725176124503,1.07794583324322
33,1,0,obstacle_collision,,,224.99999999999963,638.4512510756009,
34,1,0,obstacle_collision,,,357.00000000000017,615.1170620296596,
