episode,collision,success,termination_reason,steps,episode_return,actual_path_length,optimal_distance,path_efficiency_ratio
1,1,0,boundary_collision,,,204.00000000000006,654.2881628151315,
2,1,0,boundary_collision,,,414.0000000000004,583.2915223110996,
3,1,0,boundary_collision,,,125.9999999999999,748.0922403019564,
4,1,0,boundary_collision,,,396.0000000000001,545.0587124338075,
5,1,0,boundary_collision,,,423.0000000000006,605.6153895006302,
6,1,0,boundary_collision,,,210.00000000000003,643.0054432117973,
7,1,0,boundary_collision,,,78.00000000000017,677.0827128202285,
8,1,0,boundary_collision,,,477.00000000000006,584.1035867035914,
9,1,0,boundary_collision,,,93.00000000000003,662.7367501504651,
10,1,0,boundary_collision,,,270.0000000000001,523.1376491899622,
11,1,0,boundary_collision,,,713.9999999999998,598.7161263904623,
12,1,0,boundary_collision,,,47.99999999999996,600.6071927641227,
13,1,0,boundary_collision,,,66.00000000000004,658.897564117519,
14,1,0,obstacle_collision,,,660.0000000000002,705.9022595232288,
15,1,0,boundary_collision,,,176.9999999999998,577.7066729751353,
16,1,0,boundary_collision,,,137.99999999999991,531.3379338989454,
17,1,0,obstacle_collision,,,173.99999999999986,573.4849605700223,
18,1,0,boundary_collision,,,440.99999999999983,690.9594778277523,
19,0,1,success,,,579.0000000000007,591.4727381714224,0.9789124039596786
20,1,0,boundary_collision,,,144.0000000000001,687.3463464658847,
21,1,0,boundary_collision,,,129.00000000000003,618.229730763573,
22,1,0,boundary_collision,,,194.99999999999983,622.055463765089,
23,1,0,boundary_collision,,,237.00000000000006,606.4091028340521,
24,1,0,boundary_collision,,,192.00000000000006,701.65661117102,
25,1,0,obstacle_collision,,,326.9999999999999,748.5519354059543,
26,1,0,boundary_collision,,,35.999999999999986,665.9496978000666,
27,1,0,boundary_collision,,,99.00000000000006,769.3763708354969,
28,1,0,boundary_collision,,,581.9999999999995,643.2619994994263,
29,1,0,boundary_collision,,,344.9999999999999,596.9865995145955,
30,1,0,boundary_collision,,,54.0,630.5814776854772,
31,1,0,obstacle_collision,,,228.0000000000003,612.2499489587566,
